claim_id,claimant_name,claim_amount,claim_date,claim_status,policy_number,incident_date,claim_description,claim_type,adjuster_name,settlement_amount,settlement_date,coverage_type,deductible_amount,payment_method,Vehicle_ID,customer_id,LocationID
 CLM-0518  ,Thaine Caselli,Boliviano,11/3/2021,approved,60735,11/28/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",home,Leia Cansdale,Yuan Renminbi,7/9/2021,liability,Rupiah,direct deposit, VEH-2993  , CUS-2201  , LOC-3131  
 CLM-5665  ,Thomasine Kovacs,Rupiah,5/15/2021,denied,41511,11/2/2020,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",auto,Keelby Pawlik,Ruble,3/5/2020,comprehensive,Ruble,credit card, VEH-4326  , CUS-3231  , LOC-5719  
 CLM-9685  ,Isabelita Rawson,Rupiah,4/26/2021,approved,34333,6/13/2021,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",home,Steffen Laidler,Yuan Renminbi,1/11/2021,liability,Kip,credit card, VEH-2732  , CUS-1107  , LOC-4631  
 CLM-2218  ,Tomi Hinnerk,Ruble,7/9/2021,approved,25661,4/26/2020,In congue. Etiam justo. Etiam pretium iaculis justo.,home,Abbie Lorait,Dollar,5/1/2021,liability,Dinar,credit card, VEH-9659  , CUS-5119  , LOC-6076  
 CLM-8719  ,Gardie Fibbit,Yuan Renminbi,5/30/2020,denied,50690,7/23/2020,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,home,Leanora Barnbrook,Dollar,9/4/2021,collision,Euro,direct deposit, VEH-0005  , CUS-1782  , LOC-1910  
 CLM-8895  ,Risa Van Oort,Ruble,10/11/2021,denied,96773,10/10/2021,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,home,Fernanda Cuss,Yuan Renminbi,5/14/2021,comprehensive,Hryvnia,check, VEH-1310  , CUS-0311  , LOC-7602  
 CLM-7200  ,Cornie Doggerell,Peso,9/28/2020,pending,72461,1/2/2020,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",auto,Tedda Gozard,Yuan Renminbi,3/31/2020,collision,Euro,direct deposit, VEH-9870  , CUS-7564  , LOC-9183  
 CLM-6652  ,Hewet Shuker,Yuan Renminbi,11/16/2021,approved,54562,11/4/2021,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,health,Glennie Sinkings,Taka,4/26/2021,liability,Dollar,check, VEH-5984  , CUS-2042  , LOC-0255  
 CLM-3032  ,Bonita Loader,Ringgit,9/5/2020,denied,33329,12/25/2019,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,health,Jennica Dictus,Real,6/8/2021,collision,Ruble,direct deposit, VEH-1319  , CUS-4290  , LOC-4476  
 CLM-4990  ,Elna Skittrell,Koruna,11/13/2020,denied,20965,5/31/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",home,Michale Battleson,Hryvnia,6/21/2020,liability,Yuan Renminbi,credit card, VEH-9081  , CUS-1696  , LOC-2527  
 CLM-7502  ,Lida Bowsher,Yuan Renminbi,9/11/2020,denied,75059,4/27/2021,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",health,Andres Saker,Yuan Renminbi,11/20/2021,collision,Peso,check, VEH-8624  , CUS-8018  , LOC-3270  
 CLM-4915  ,Paulina Drains,Yuan Renminbi,5/1/2020,pending,67195,8/30/2019,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",auto,Udale Sammars,Denar,11/1/2020,liability,Rupiah,direct deposit, VEH-9208  , CUS-0640  , LOC-4098  
 CLM-5864  ,Lowell Brimblecombe,Peso,6/12/2021,pending,95124,11/5/2020,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",auto,Corbet Queste,Rupiah,4/5/2021,liability,Peso,credit card, VEH-3175  , CUS-3197  , LOC-4472  
 CLM-2809  ,Birdie Grealey,Colon,3/22/2020,pending,41323,9/30/2020,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",home,Lauree Prator,Zloty,7/9/2020,collision,Koruna,credit card, VEH-6258  , CUS-9257  , LOC-4186  
 CLM-8031  ,Sterne Husbands,Yuan Renminbi,5/14/2021,pending,66287,10/8/2020,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",auto,Lonna Josling,Yuan Renminbi,7/22/2020,comprehensive,Sol,direct deposit, VEH-1342  , CUS-6670  , LOC-3905  
 CLM-7707  ,Sergio Elener,Shilling,1/14/2020,pending,54323,8/13/2020,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",home,Gwendolen Greveson,Yuan Renminbi,2/10/2020,collision,Baht,credit card, VEH-9548  , CUS-1430  , LOC-2557  
 CLM-1408  ,Henrik Stowgill,Ruble,1/8/2020,denied,71109,1/7/2019,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",auto,Harriette Butte,Rupee,1/19/2021,collision,Rupee,credit card, VEH-6232  , CUS-0837  , LOC-6705  
 CLM-3214  ,Karrie Ferry,Yuan Renminbi,12/4/2021,pending,51287,10/24/2021,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",home,Gerti Harmstone,Dollar,3/13/2020,liability,Kip,credit card, VEH-5830  , CUS-0124  , LOC-3840  
 CLM-7187  ,Mona Kiessel,Euro,7/9/2021,pending,91562,8/12/2020,Sed ante. Vivamus tortor. Duis mattis egestas metus.,health,Maribeth Mountcastle,Lempira,10/22/2021,liability,Euro,check, VEH-8954  , CUS-6943  , LOC-8184  
 CLM-4953  ,Pooh Belden,Rupiah,11/10/2020,approved,14546,9/25/2020,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",home,Herrick Gronaller,Rial,5/26/2020,liability,Dollar,check, VEH-2763  , CUS-3141  , LOC-4242  
 CLM-7911  ,Annmarie Josofovitz,Euro,10/12/2020,pending,53277,10/6/2019,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",health,Leena Denham,Yuan Renminbi,3/19/2020,liability,Ruble,check, VEH-7930  , CUS-2702  , LOC-2828  
 CLM-4969  ,Zared Bentje,Ringgit,11/14/2020,approved,70829,3/7/2021,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",auto,Layney Antoons,Colon,8/24/2021,collision,Yuan Renminbi,direct deposit, VEH-8668  , CUS-3516  , LOC-2213  
 CLM-8403  ,Tiebold Galliard,Yuan Renminbi,8/8/2020,pending,81841,10/10/2019,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",home,Ebenezer Hrus,Krone,8/28/2021,liability,Tenge,credit card, VEH-3633  , CUS-3558  , LOC-9425  
 CLM-9360  ,Bernie Breed,Shilling,5/20/2021,approved,28050,9/25/2021,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",home,Clarey McAviy,Euro,5/19/2021,collision,Kuna,check, VEH-8191  , CUS-9213  , LOC-4786  
 CLM-2940  ,Barris Willoughey,Yuan Renminbi,7/23/2021,pending,93404,8/10/2020,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",home,Netti Markovic,Kwacha,6/11/2020,comprehensive,Peso,credit card, VEH-9418  , CUS-9700  , LOC-9278  
 CLM-2670  ,Bary Struys,Peso,3/19/2021,pending,23039,11/22/2019,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",auto,Wanda Ferrario,Peso,11/4/2020,liability,Yen,check, VEH-8326  , CUS-7741  , LOC-7382  
 CLM-9961  ,Hy Barehead,Krone,8/22/2021,pending,26291,8/10/2020,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",auto,Estevan St. Queintain,Koruna,5/6/2021,comprehensive,Peso,direct deposit, VEH-6285  , CUS-9164  , LOC-6180  
 CLM-5848  ,Darn Scibsey,Quetzal,6/8/2021,denied,21610,2/11/2019,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",health,Ranice Boken,Dollar,2/23/2021,liability,Krona,credit card, VEH-5937  , CUS-1692  , LOC-4639  
 CLM-4084  ,Blondie Lisciardelli,Peso,5/2/2021,approved,65221,10/24/2021,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",health,Collete Blanshard,Yuan Renminbi,1/6/2021,comprehensive,Peso,direct deposit, VEH-4229  , CUS-1246  , LOC-5809  
 CLM-2698  ,Meta Hazle,Euro,3/9/2020,approved,53085,4/16/2019,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",health,Carlin Di Giacomettino,Dram,8/28/2020,collision,Zloty,direct deposit, VEH-2562  , CUS-5961  , LOC-3167  
 CLM-2601  ,Edin Galsworthy,Rupiah,1/8/2021,pending,73101,3/8/2021,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",home,Abby Letham,Euro,1/1/2020,comprehensive,Kina,direct deposit, VEH-2972  , CUS-9299  , LOC-6189  
 CLM-5192  ,Kally Tolomei,Ruble,3/14/2020,pending,58193,2/28/2020,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,auto,Hasty Britzius,Yuan Renminbi,12/22/2020,collision,Birr,credit card, VEH-3967  , CUS-4869  , LOC-5472  
 CLM-7905  ,Faythe Abrahamowitcz,Dollar,10/3/2021,approved,52633,1/31/2021,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",auto,Cash Casine,Zloty,2/16/2020,comprehensive,Yuan Renminbi,credit card, VEH-5818  , CUS-8901  , LOC-6226  
 CLM-7214  ,Hurlee Garrett,Ruble,11/10/2020,approved,13497,1/8/2020,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",home,Nisse Pietruszka,Real,4/13/2020,comprehensive,Franc,check, VEH-9857  , CUS-7404  , LOC-9673  
 CLM-9807  ,Dolli Blizard,Yuan Renminbi,7/21/2020,denied,80672,1/12/2021,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",auto,Abramo McCleod,Peso,6/16/2020,comprehensive,Euro,credit card, VEH-7144  , CUS-5320  , LOC-2081  
 CLM-5323  ,Nadia Cullimore,Yuan Renminbi,3/16/2020,denied,71454,11/4/2019,Fusce consequat. Nulla nisl. Nunc nisl.,health,Fiann Ormond,Peso,4/26/2020,collision,Bolivar,check, VEH-8612  , CUS-0900  , LOC-8577  
 CLM-6448  ,Tawnya Elt,Peso,11/11/2021,pending,38882,3/17/2020,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",home,Kay Raywood,Euro,8/22/2020,collision,Euro,credit card, VEH-7060  , CUS-9484  , LOC-4017  
 CLM-7133  ,Lora Tonna,Dollar,11/30/2020,denied,70632,11/15/2019,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",home,Andres MacAnelley,Krona,4/8/2020,liability,Yuan Renminbi,credit card, VEH-0774  , CUS-5058  , LOC-8135  
 CLM-5318  ,Rafa Duggen,Ruble,9/21/2021,denied,82617,9/27/2021,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,auto,Sheff Tume,Yuan Renminbi,11/12/2020,liability,Yuan Renminbi,check, VEH-9694  , CUS-5590  , LOC-1011  
 CLM-1119  ,Bale Healings,Yuan Renminbi,5/15/2020,denied,80851,5/26/2021,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",auto,Zacharias Gatheral,Yuan Renminbi,1/17/2021,comprehensive,Euro,credit card, VEH-7375  , CUS-1426  , LOC-0423  
 CLM-8165  ,Stewart Baylie,Ruble,2/10/2020,denied,11202,8/10/2019,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,auto,Hagen Clac,Yuan Renminbi,10/14/2021,collision,Yuan Renminbi,check, VEH-9511  , CUS-3490  , LOC-8501  
 CLM-3131  ,Bertha Du Fray,Rupiah,12/16/2020,pending,38535,1/8/2021,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",health,Sullivan Lancashire,Rupee,3/18/2020,liability,Yuan Renminbi,credit card, VEH-5790  , CUS-6224  , LOC-6011  
 CLM-5600  ,Inna MacVay,Real,4/13/2021,denied,77453,10/31/2020,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",home,Zaria Kauffman,Krone,12/26/2020,comprehensive,Zloty,credit card, VEH-8319  , CUS-2460  , LOC-7439  
 CLM-1937  ,Louise Flacknoe,Euro,9/23/2020,denied,61826,3/29/2019,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",home,Bondie Longstaffe,Yuan Renminbi,4/15/2020,collision,Naira,check, VEH-8129  , CUS-4422  , LOC-0626  
 CLM-9038  ,Kalindi Wroughton,Peso,10/27/2020,pending,90233,9/7/2020,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,home,Bo Sieve,Pound,10/24/2020,comprehensive,Real,direct deposit, VEH-0963  , CUS-1126  , LOC-6232  
 CLM-3974  ,Calhoun Dundon,Rupiah,2/22/2020,denied,83930,8/10/2021,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",auto,Tomkin Labb,Rupiah,11/15/2021,collision,Euro,direct deposit, VEH-7419  , CUS-7621  , LOC-3658  
 CLM-2192  ,Lula Brockwell,Rupiah,8/14/2021,pending,27902,4/22/2021,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",health,Kinna Dossettor,Baht,6/18/2021,liability,Yuan Renminbi,credit card, VEH-1796  , CUS-5831  , LOC-4515  
 CLM-3075  ,Diandra Fowler,Rupiah,11/17/2021,approved,11694,2/27/2019,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,health,Grethel Jefferys,Euro,4/14/2021,comprehensive,Yuan Renminbi,check, VEH-1303  , CUS-7732  , LOC-1949  
 CLM-4750  ,Jayne Issacov,Euro,2/6/2021,pending,40804,2/24/2021,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",auto,Shannah Bart,Rupiah,10/15/2021,liability,Rial,credit card, VEH-1390  , CUS-8339  , LOC-5845  
 CLM-1398  ,Jena Korn,Rupiah,6/10/2021,denied,43669,1/24/2019,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,home,Nerita Baszkiewicz,Real,8/18/2020,collision,Ruble,credit card, VEH-1367  , CUS-0519  , LOC-1755  
 CLM-6921  ,Trefor Dellar,Dollar,8/17/2020,approved,78997,1/7/2019,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",home,Tedmund Hounsom,Rupiah,4/25/2021,comprehensive,Pula,credit card, VEH-0143  , CUS-8699  , LOC-1427  
 CLM-3237  ,Kai Blackstone,Ruble,2/5/2020,pending,31432,8/19/2021,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",auto,Agneta Cowser,Sol,11/22/2021,collision,Yen,check, VEH-8938  , CUS-2037  , LOC-4001  
 CLM-9441  ,Trisha Yanov,Rupiah,3/8/2021,denied,94132,11/10/2019,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",home,Sawyere Franke,Krona,10/10/2020,liability,Hryvnia,direct deposit, VEH-5182  , CUS-3836  , LOC-8986  
 CLM-5900  ,Adamo Crenage,Yuan Renminbi,1/26/2020,approved,31350,10/26/2019,Fusce consequat. Nulla nisl. Nunc nisl.,auto,Elston Da Costa,Lempira,2/17/2020,liability,Rupiah,direct deposit, VEH-7066  , CUS-7877  , LOC-3034  
 CLM-9160  ,North Geggie,Yuan Renminbi,12/27/2021,pending,62630,12/8/2021,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",home,Shaun Mary,Rupiah,12/8/2021,liability,Real,credit card, VEH-8739  , CUS-1208  , LOC-7614  
 CLM-6466  ,Teodora Ellgood,Yuan Renminbi,12/11/2021,approved,73866,4/3/2020,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",home,Sanderson Ickeringill,Euro,6/20/2020,liability,Rupee,check, VEH-9816  , CUS-9766  , LOC-9374  
 CLM-0977  ,Felisha Gatheral,Rupiah,6/16/2020,approved,65041,11/8/2020,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",auto,Urbano Kensett,Krona,1/30/2021,comprehensive,Rupee,credit card, VEH-1451  , CUS-4706  , LOC-6280  
 CLM-0582  ,Benoite McComb,Naira,12/13/2020,approved,87532,5/22/2020,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",home,Luise Bruhn,Euro,10/8/2021,comprehensive,Sol,credit card, VEH-5646  , CUS-5325  , LOC-1712  
 CLM-8393  ,Margi Pepper,Dinar,7/20/2020,denied,14759,1/21/2019,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",home,Melosa Crop,Yuan Renminbi,10/24/2021,collision,Euro,direct deposit, VEH-0842  , CUS-1497  , LOC-0996  
 CLM-4974  ,Chrystal Posten,Euro,1/31/2020,denied,19190,4/22/2019,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,auto,Yale Raw,Euro,8/20/2021,liability,Euro,credit card, VEH-9501  , CUS-0602  , LOC-6857  
 CLM-7813  ,Barney Everal,Rupiah,3/14/2020,denied,60207,2/14/2021,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",home,Arnoldo Kenrat,Baht,10/23/2021,liability,Hryvnia,check, VEH-1505  , CUS-5244  , LOC-5715  
 CLM-4226  ,Derk Blagburn,Yuan Renminbi,11/10/2020,pending,42934,11/23/2021,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",health,Jasmina Hirjak,Krona,12/1/2021,comprehensive,Rupiah,check, VEH-3615  , CUS-3466  , LOC-9283  
 CLM-8830  ,Jon Petteford,Rupiah,9/18/2020,approved,88933,11/4/2021,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",health,Evered Barbera,Rupiah,4/29/2021,collision,Rupiah,check, VEH-1416  , CUS-7439  , LOC-7674  
